skpdID,instansiID,kode,unitID,satker,nama,singkatan,alamat,telepon,email,isactive,isparent,isrup,created,createdip,createdby,updated,updatedip,updatedby
50,1,114,1.01.01.51,72006,Sekolah Menengah Pertama Negeri 46 Bandung ,DINAS PENDIDIKAN,Jl. Cigagak Cibiru,022-7807214,smpn46@yahoo.com,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
51,1,89,1.01.01.52,72006,Sekolah Menengah Pertama Negeri 47 Bandung ,DINAS PENDIDIKAN,Jl. Budi Cilember,022-6652284 ,smpnegeri47bdg@yahoo.co.id,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
52,1,98,1.01.01.53,72006,Sekolah Menengah Pertama Negeri 48 Bandung ,DINAS PENDIDIKAN,Jl. Baturaden VIII No.19,022-7560480 ,smpn48bdg@yahoo.com,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
53,1,52,1.01.01.54,72006,Sekolah Menengah Pertama Negeri 49 Bandung ,DINAS PENDIDIKAN,Jl. Antapani No. 58 ,022-7275285 ,email@yahoo.com,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
54,1,124,1.01.01.55,72006,Sekolah Menengah Pertama Negeri 50 Bandung,DINAS PENDIDIKAN,Jl. Pasirjati No. 12 ,022-7800874 ,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
55,1,90,1.01.01.56,72006,Sekolah Menengah Pertama Negeri 51 Bandung ,DINAS PENDIDIKAN,Jl. Derwati Rancasari,022-7563831,smpn51@yahoo.com,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
56,1,86,1.01.01.57,72006,Sekolah Menengah Pertama Negeri 52 Bandung  ,DINAS PENDIDIKAN,Jl. Bukit Raya Ciumbuleuit Kec. Cidadap,022-2034769,smpnegeri52bdg@yahoo.co.id,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
57,1,125,1.01.01.58,72006,Sekolah Menengah Atas Negeri 27 Bandung,DINAS PENDIDIKAN,Jl. Raya Utsman Bin Affan No. 1 ,022 - 7838362,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
58,1,115,1.01.01.59,72006,Sekolah Menengah Pertama Negeri 53 Bandung ,DINAS PENDIDIKAN,JL. Arcamanik No. 10 Sindanglaya,022-7272064,smpn53@yahoo.com,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
59,1,,1.01.01.60,72006,Sekolah Menengah Pertama Negeri 54 Bandung,DINAS PENDIDIKAN,Jl. Raya Utsman Bin Affan ,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
60,1,,1.02.01.01,72005,Dinas Kesehatan,,Jl. Supratman No.73 Bandung,"022-4203752, 7202210",,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
61,1,,1.02.01.02,72005,UPT PKM Garuda,DINAS KESEHATAN,Jl. Dadali No.6,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
62,1,,1.02.01.03,72005,UPT PKM Pasir Kaliki,DINAS KESEHATAN,Jl. Pasirkaliki No.188,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
63,1,,1.02.01.04,72005,UPT PKM Sukajadi,DINAS KESEHATAN,Jl. Sukagalih No.26,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
64,1,,1.02.01.05,72005,UPT PKM Sukarasa,DINAS KESEHATAN,Jl. Gegerkalong Hilir,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
65,1,,1.02.01.06,72005,UPT PKM Neglasari,DINAS KESEHATAN,Jl. Cikutra No.275 C,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
66,1,,1.02.01.07,72005,UPT PKM Ciumbuleuit,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
67,1,,1.02.01.08,72005,UPT PKM Padasuka,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
68,1,,1.02.01.09,72005,UPT PKM Puter,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
69,1,,1.02.01.10,72005,UPT PKM Salam,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
70,1,,1.02.01.11,72005,UPT PKM Tamblong,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
71,1,,1.02.01.12,72005,UPT PKM Babakan Sari,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
72,1,,1.02.01.13,72005,UPT PKM Ibrahim Adjie,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
73,1,,1.02.01.14,72005,UPT PKM Pasundan,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
74,1,,1.02.01.15,72005,UPT PKM Talaga Bodas,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
75,1,,1.02.01.16,72005,UPT PKM Caringin,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
76,1,,1.02.01.17,72005,UPT PKM Citarip,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
77,1,,1.02.01.18,72005,UPT PKM Cibuntu,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
78,1,,1.02.01.19,72005,UPT PKM Kopo,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
79,1,,1.02.01.20,72005,UPT PKM Pagarsih,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
80,1,,1.02.01.21,72005,UPT PKM Kujang Sari,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
81,1,,1.02.01.22,72005,UPT PKM Cipamokolan,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
82,1,,1.02.01.23,72005,UPT PKM Margahayu Raya,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
83,1,,1.02.01.24,72005,UPT PKM Panghegar,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
84,1,,1.02.01.25,72005,UPT PKM Riung Bandung,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
85,1,,1.02.01.26,72005,UPT PKM Ujung Berung Indah,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
86,1,,1.02.01.27,72005,UPT PKM Cibiru,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
87,1,,1.02.01.28,72005,UPT PKM Sindang Jaya,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
88,1,,1.02.01.29,72005,UPT PKM Griya Antapani,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
89,1,,1.02.01.30,72005,UPT PKM Cinambo,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
90,1,,1.02.01.31,72005,UPT PKM Arcamanik,DINAS KESEHATAN,,,,1,0,0,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
91,1,30,1.02.02.01,72010,Rumah Sakit Umum Daerah Kota Bandung,,Jl. Rumah Sakit No. 22 Ujung Berung Bandung,022 - 7811794,bep_bdg@yahoo.com,1,1,1,2008-00-00 00:00:00,127.0.0.1,root,2009-00-00 00:00:00,127.0.0.1,root
92,1,,1.02.02.02,72010,Rumah Sakit Umum Daerah Kota Bandung,,Jl. Rumah Sakit No. 22 Ujung Berung Bandung,022 - 7811794,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,2016-00-00 00:00:00,127.0.0.1,root
93,1,31,1.02.03.01,72008,Rumah Sakit Khusus Ibu dan Anak,,Jl. Astana Anyar No. 224 Bandung,022 - 5201139,bep_bdg@yahoo.com,1,1,1,2008-00-00 00:00:00,127.0.0.1,root,2009-00-00 00:00:00,127.0.0.1,root
94,1,,1.02.03.02,72008,Rumah Sakit Khusus Ibu dan Anak,,Jl. Astana Anyar No. 224 Bandung,022 - 5201139,bep_bdg@yahoo.com,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,2016-00-00 00:00:00,127.0.0.1,root
95,1,32,1.02.04.01,72007,Rumah Sakit Khusus Gigi dan Mulut,,Jl. LL.R.E Martadinata No.45 Bandung,022 - 4234058,bep_bdg@yahoo.com,1,1,1,2008-00-00 00:00:00,127.0.0.1,root,2009-00-00 00:00:00,127.0.0.1,root
96,1,,1.02.04.02,72007,Rumah Sakit Khusus Gigi dan Mulut,,Jl. LL.R.E Martadinata No.45 Bandung,022 - 4234058,bep_bdg@yahoo.com,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,2016-00-00 00:00:00,127.0.0.1,root
97,1,,1.03.01.01,102517,Dinas Pekerjaan Umum,,Jl. Cianjur No. 34 Bandung,,,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
98,1,,2.01.01.01,71991,Dinas Tenaga Kerja,,Jl. RAA. Martanegara No. 4 Bandung            ,"022 - 7311330, 7313130",,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
99,1,,1.05.02.01,102510,Dinas Kebakaran Dan Penanggulangan Bencana,,Jl. Sukabumi No.17 Bandung,022 - 7207113,bep_bdg@yahoo.com,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
100,1,0,1.04.01.01,102472,Dinas Perumahan Dan Kawasan Permukiman Pertanahan Dan Pertamanan,,Jl. Caringin No. 103 Bandung,022 - 5410403,taman@gmail.com,1,1,1,0000-00-00 00:00:00,,,2017-00-00 00:00:00,114.121.240.227,1
101,1,,1.03.02.01,102460,Dinas Penataan Ruang,,Jl. Cianjur No. 34 Bandung,022 - 7217451,bep_bdg@yahoo.com,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
102,1,,4.01.01.01,102468,Badan Perencanaan Pembangunan Penelitian Dan Pengembangan,,Jl. Aceh No. 36 Bandung,"022-2500950, 2501233, 2501316",bep_bdg@yahoo.com,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
103,1,,2.09.01.01,71996,Dinas Perhubungan,,Jl. Soekarno Hatta No. 205 ,022 5220768,bep_bdg@yahoo.com,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
104,1,,2.05.01.01,102513,Dinas Lingkungan Hidup Dan Kebersihan,,Jl. Sadang tengah no 4 & 6 Sadang Serang Bandung,022 - 2514327,,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
105,1,,2.06.01.01,71994,Dinas Kependudukan Dan Pencatatan Sipil,,Jl. Ambon No.1 Bandung,022 - 4209891,bep_bdg@yahoo.com,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
106,1,,2.08.01.01,102512,Dinas Pengendalian Penduduk Dan Keluarga Berencana,,Jl. Maskumambang No 4 Bandung,,,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
107,1,,2.02.01.01,102501,Dinas Pemberdayaan Perempuan Perlindungan Anak Dan Pemberdayaan Masyarakat,,Jl. Seram No. 2  Bandung,022 - 4231921,,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
108,1,,1.06.01.01,102508,Dinas Sosial Dan Penanggulangan Kemiskinan,,Jl. Sindang Sirna No. 40 Bandung            ,022 - 2013139,bep_bdg@yahoo.com,1,1,1,2008-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
109,1,,2.11.01.01,102511,Dinas Koperasi Usaha Mikro Kecil Dan Menengah,,Jl. Kawaluyaan No. 2 Bandung,022 - 7308358,,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
110,1,,3.06.01.01,102514,Dinas Perdagangan Dan Perindustrian,,Jl. Kawaluyaan No. 2 Bandung,022 - 7308358,,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
111,1,,2.12.01.01,102506,Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu,,Jl. Cianjur No. 34 Bandung,022-7217487,,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
112,1,,2.13.01.01,71984,Dinas Pemuda Dan Olah Raga,,Jl. Taman Sari No. 76 Bandung         ,022-2500950,bep_bdg@yahoo.com,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
113,1,,4.05.06.01,102474,Badan Kesatuan Bangsa Dan Politik,,Jl. Wastukancana No. 2 Bandung,022-4230393,bep_bdg@yahoo.com,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
114,1,,1.05.01.01,72012,Satuan Polisi Pamong Praja,S A T P O L   P P,Jl. RE. Martanegara No. 4 Bandung,-,bep_bdg@yahoo.com,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
115,1,,4.05.02.02,102498,Bagian Pemerintahan,SEKRETARIAT DAERAH,Jl. Wastukancana No. 2 Bandung,,,1,0,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
116,1,,4.05.02.09,72036,Bagian Organisasi Dan Pemberdayaan Aparatur Daerah,SEKRETARIAT DAERAH,Jl. Wastukancana No. 2 Bandung,022-4234635,bep_bdg@yahoo.com,1,0,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
117,1,,4.05.02.07,102480,Bagian Program Desain Dan Kualitas Pembangunan,SEKRETARIAT DAERAH,Jl. Wastukancana No. 2 Bandung,,,1,0,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
118,1,,4.05.02.10,102465,Bagian Tata Usaha Pimpinan,SEKRETARIAT DAERAH,Jl. Wastukancana No. 2 Bandung,,,1,0,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
119,1,,4.05.02.11,102483,Bagian Umum,SEKRETARIAT DAERAH,Jl. Wastukancana No. 2 Bandung,,,1,0,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
120,1,,4.05.02.04,102462,Bagian Hukum,SEKRETARIAT DAERAH,Jl. Wastukancana No. 2 Bandung,,,1,0,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
121,1,,4.05.02.12,102515,Bagian Humas,SEKRETARIAT DAERAH,Jl. Wastukancana No. 2 Bandung,,,1,0,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
122,1,,4.05.02.06,72035,Bagian Perekonomian,SEKRETARIAT DAERAH,Jl. Wastukancana No. 2 Bandung,022 - 4235180,bep_bdg@yahoo.com,1,0,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
